"EventID";"Rate";"Loss"
202;2.54589e-05;203
203;0.0001918242;204
204;0.000499732;205
205;0.0001146912;206
206;0.0024151269;207
207;0.0009896088;209
208;0.0008649065;210
209;0.000180229;211
210;3.67495e-05;212
211;0.0002468343;213
212;9.78976e-05;214
213;2.54589e-05;216
214;0.0004733601;217
215;0.0004479255;218
216;2.5711e-05;219
217;0.002097055;220
218;0.0025498229;221
219;0.0011693011;222
220;0.0041139845;223
221;0.0011389717;224
222;0.000197933;225
223;0.0009158243;226
224;9.37695e-05;227
225;0.0021598201;228
226;0.003437372;229
227;0.0006502724;230
228;0.0007917322;231
229;4.31037e-05;232
230;0.0050105931;233
231;7.88779e-05;234
232;0.0012754732;235
233;0.0003506865;236
234;6.577e-05;238
235;0.0025016778;239
236;0.0016033325;240
237;0.000197933;241
238;0.0005263738;242
239;0.0002402805;243
240;3.74787e-05;244
241;0.0013599812;245
242;4.89013e-05;246
243;0.0003723493;247
244;7.63768e-05;248
245;0.0023233717;249
246;0.0002215738;250
247;0.0002283741;251
248;3.6312e-05;252
249;0.0008820673;253
250;0.0009270754;254
251;0.0004295918;255
252;0.0012609183;256
253;0.0003997856;257
254;0.0001484684;258
255;8.92323e-05;259
256;0.0032075207;260
257;9.22571e-05;261
258;2.5711e-05;262
259;9.5534e-05;263
260;0.0002419332;264
261;0.0001441832;265
262;6.22609e-05;266
263;0.0003292352;267
264;2.54589e-05;269
265;0.0001109101;270
266;3.17606e-05;271
267;0.0001025919;272
268;0.0007681234;273
269;3.17606e-05;274
270;0.0007378557;276
271;9.80967e-05;277
272;0.0013368336;278
273;0.0001283029;279
274;0.0001525015;281
275;5.92361e-05;282
276;0.0002488508;285
277;0.0007764352;286
278;0.0042478921;288
279;5.04137e-05;290
280;0.0003500812;292
281;0.0010708313;293
282;0.000346649;294
283;0.0026456398;295
284;0.000436681;296
285;0.0009095247;297
286;6.35213e-05;298
287;0.0042993141;299
288;6.42775e-05;300
289;0.0001020878;302
290;2.5711e-05;303
291;4.89013e-05;304
292;0.0009324957;305
293;0.0009896652;306
294;0.00031158;308
295;0.0001674825;309
296;1.4729e-05;310
297;0.0008580421;313
298;6.51427e-05;314
299;0.0033207766;316
300;0.0001530056;317
301;0.0021489811;318
302;0.0001833511;319
303;6.36303e-05;320
304;0.0009717856;321
305;0.0004189927;322
306;0.000544582;323
307;0.0001474601;324
308;0.0012316674;325
309;7.7133e-05;326
310;0.002097055;328
311;0.0027086569;329
312;0.0003491382;330
313;0.000197933;332
314;0.0004938528;333
315;6.35213e-05;334
316;0.000426575;335
317;6.35213e-05;336
318;3.85665e-05;337
319;3.37772e-05;338
320;0.0020936228;339
321;0.000197933;340
322;0.0007920707;343
323;0.000499732;344
324;0.0023231605;345
325;0.000499732;346
326;0.0012989806;347
327;2.54589e-05;348
328;0.0001156995;349
329;0.0004222805;350
330;4.74399e-05;351
331;0.0010951118;352
332;0.0004517117;353
333;0.0025671462;354
334;0.0003810355;355
335;0.0004489888;356
336;0.0001540139;357
337;0.0012515917;359
338;0.0005173695;360
339;0.0001033481;361
340;0.0002271137;364
341;0.0003451475;365
342;8.76673e-05;366
343;0.000113445;367
344;2.5711e-05;369
345;0.0008649065;371
346;6.35213e-05;373
347;0.001283626;374
348;5.32955e-05;375
349;0.0007917322;376
350;6.22084e-05;379
351;9.55339e-05;380
352;0.0007917322;381
353;0.0004376457;382
354;3.67495e-05;384
355;3.67495e-05;385
356;0.0001537618;386
357;0.0001420236;387
358;0.0003949494;388
359;0.000346649;389
360;0.0003500812;390
361;5.1422e-05;392
362;0.0009242537;393
363;0.0004042759;394
364;0.0005174547;395
365;0.0008366004;396
366;3.85665e-05;397
367;0.0002364995;398
368;0.002097055;399
369;0.0002432461;400
370;5.97293e-05;401
371;0.000231903;402
372;0.0001280508;403
373;0.0001283029;404
374;0.0009095247;406
375;2.54589e-05;408
376;0.000197933;410
377;0.000197933;411
378;5.09178e-05;412
379;0.0010605401;413
380;0.0001272946;416
381;7.33532e-05;417
382;3.67495e-05;419
383;0.0007897904;421
384;3.17606e-05;422
385;8.94843e-05;423
386;0.0001774562;425
387;3.27689e-05;427
388;6.35213e-05;428
389;0.0001638446;429
390;3.13538e-05;430
391;0.0002571691;432
392;2.5711e-05;433
393;2.5711e-05;434
394;5.1422e-05;435
395;0.0001052903;436
396;0.0005284998;437
397;0.0002343909;440
398;6.35213e-05;441
399;0.000125278;443
400;0.0002293823;445
401;5.14785e-05;446
402;2.54589e-05;447
403;0.000197933;448
404;0.0001204887;449
405;0.0001129578;452
406;0.0014010964;453
407;0.0001900597;454
408;4.89013e-05;455
409;0.0002954835;458
410;6.27651e-05;459
411;6.35213e-05;460
412;0.0003500812;462
413;0.0010378276;463
414;3.68954e-05;464
415;0.000346649;465
416;0.0016873303;466
417;0.0001761959;468
418;0.0009242537;469
419;1.4729e-05;470
420;2.5711e-05;471
421;0.0001126887;472
422;2.9458e-05;473
423;4.33558e-05;474
424;0.0008331776;475
425;0.0001262068;476
426;0.0001018357;477
427;0.0006864337;481
428;0.0007118926;482
429;0.0002516236;484
430;4.044e-05;485
431;0.0003292352;486
432;2.5711e-05;487
433;2.54589e-05;488
434;8.89802e-05;489
435;6.70162e-05;490
436;0.0011166387;491
437;7.66288e-05;494
438;8.87281e-05;495
439;0.0003833985;496
440;0.0040756701;497
441;2.54589e-05;499
442;2.54589e-05;500
443;5.09178e-05;501
444;0.000197933;502
445;0.000197933;503
446;0.0001797248;506
447;6.22084e-05;509
448;0.0001001802;510
449;6.37733e-05;511
450;5.1422e-05;512
451;0.0001272946;514
452;0.0009095247;515
453;6.37733e-05;516
454;0.0005271682;517
455;3.67495e-05;518
456;0.000197933;519
457;2.54589e-05;521
458;0.0003292352;523
459;2.54589e-05;524
460;0.0029390475;527
461;2.5711e-05;528
462;2.54589e-05;529
463;3.67495e-05;531
464;8.4695e-05;532
465;0.0001794728;535
466;0.0003918811;536
467;2.54589e-05;542
468;0.0007253216;544
469;0.0001151953;545
470;0.0026456398;548
471;0.0003997856;552
472;5.99814e-05;553
473;0.0004899333;554
474;0.0007807276;556
475;0.0010605401;558
476;1.4729e-05;559
477;0.0001283029;560
478;5.09178e-05;561
479;1.4729e-05;564
480;0.0008649065;566
481;5.09178e-05;567
482;0.0001194805;568
483;0.0024358354;569
484;5.19261e-05;573
485;6.27651e-05;574
486;0.0006864337;577
487;2.5711e-05;578
488;2.54589e-05;579
489;6.42775e-05;582
490;0.000197933;583
491;1.4729e-05;584
492;2.59631e-05;586
493;0.000346649;589
494;3.64579e-05;590
495;2.5711e-05;594
496;3.52912e-05;595
497;0.0003500812;596
498;6.35213e-05;597
499;6.35213e-05;598
500;6.35213e-05;600
501;3.7187e-05;601
502;8.87281e-05;604
503;5.11699e-05;605
504;0.0023990859;606
505;0.0004899333;610
506;2.82913e-05;611
507;4.044e-05;614
508;0.0007917322;615
509;9.75505e-05;616
510;3.75582e-05;617
511;0.000346649;619
512;6.36303e-05;620
513;0.0002184003;621
514;6.27651e-05;622
515;0.000212662;623
516;5.1422e-05;624
517;0.0001487205;627
518;2.54589e-05;629
519;0.000234245;630
520;0.0001023398;631
521;3.85665e-05;633
522;0.002097055;634
523;6.30171e-05;639
524;0.000197933;640
525;9.48751e-05;642
526;0.0002293823;643
527;0.0010757025;644
528;8.87281e-05;645
529;0.0001280508;646
530;0.0023524005;647
531;6.42775e-05;648
532;3.55417e-05;649
533;2.9458e-05;650
534;8.89802e-05;651
535;1.4729e-05;652
536;3.67495e-05;653
537;6.35213e-05;654
538;7.63768e-05;655
539;0.0002861211;656
540;6.30171e-05;659
541;0.000234245;661
542;0.000346649;663
543;2.59631e-05;664
544;0.000346649;667
545;9.1862e-05;668
546;0.0002273658;670
547;0.0001025919;674
548;0.0003997856;675
549;0.0003723493;679
550;2.54589e-05;681
551;6.35213e-05;682
552;0.0001184722;683
553;4.044e-05;684
554;9.98191e-05;685
555;0.002097055;687
556;0.0007035946;688
557;0.0001015836;691
558;0.0002488508;692
559;6.35213e-05;693
560;0.0011033802;695
561;4.89013e-05;698
562;3.67495e-05;699
563;5.11699e-05;701
564;2.54589e-05;706
565;3.6312e-05;709
566;5.1422e-05;713
567;2.5711e-05;714
568;4.01879e-05;718
569;0.0003915172;719
570;0.0009790258;720
571;0.0007917322;721
572;7.03271e-05;722
573;0.0004899333;723
574;4.31037e-05;724
575;2.54589e-05;725
576;5.04137e-05;728
577;0.0003723493;729
578;3.42704e-05;730
579;7.7133e-05;732
580;0.0003721079;734
581;2.54589e-05;735
582;0.000346649;737
583;0.000197933;738
584;3.67495e-05;740
585;0.0027107825;741
586;5.1422e-05;746
587;1.4729e-05;747
588;0.0004232778;748
589;0.0004409429;749
590;0.0006864337;750
591;3.85665e-05;753
592;0.0002129979;754
593;3.36871e-05;755
594;2.54589e-05;756
595;6.35213e-05;757
596;0.0005313315;759
597;2.54589e-05;760
598;0.0005031301;765
599;3.42704e-05;766
600;0.0008580421;768
601;1.4729e-05;769
602;6.21689e-05;770
603;2.54589e-05;773
604;7.7133e-05;774
605;2.5711e-05;777
606;0.000346649;778
607;3.52912e-05;779
608;0.000346649;780
609;0.0001131788;781
610;0.001197397;785
611;0.0003500812;786
612;6.22609e-05;791
613;0.0001329374;794
614;0.0001797248;796
615;0.0063449471;802
616;3.52912e-05;803
617;2.5711e-05;810
618;2.99962e-05;811
619;3.67495e-05;814
620;6.35213e-05;818
621;0.0002079565;820
622;0.0003194365;822
623;0.0003755401;823
624;2.54589e-05;824
625;5.11699e-05;827
626;5.92361e-05;831
627;0.0001304285;832
628;0.0008580421;834
629;6.47816e-05;838
630;0.0003549462;841
631;0.0001015836;843
632;0.0008820673;844
633;0.0003500812;847
634;2.54589e-05;850
635;0.000346649;852
636;0.0002521277;859
637;2.54589e-05;863
638;0.0004128463;864
639;0.0001314791;865
640;5.95972e-05;866
641;2.9458e-05;870
642;9.95146e-05;872
643;0.0009242537;873
644;0.0001018357;875
645;0.0001328401;878
646;0.0007035946;879
647;0.001223108;884
648;0.0001280508;886
649;3.27689e-05;887
650;9.62902e-05;888
651;0.0003500812;891
652;5.1422e-05;892
653;6.42775e-05;894
654;2.54589e-05;895
655;0.002097055;896
656;0.0003723493;899
657;8.4695e-05;901
658;0.0005906596;903
659;2.54589e-05;906
660;3.85665e-05;907
661;8.05883e-05;915
662;0.0007507112;916
663;0.0004424395;917
664;0.0010605401;920
665;0.0040499591;921
666;0.0005251218;929
667;0.000346649;930
668;0.0003500812;931
669;0.0009324023;938
670;0.0005791656;939
671;6.29376e-05;940
672;0.0007917322;941
673;0.0005251218;942
674;6.42775e-05;943
675;2.54589e-05;946
676;2.54589e-05;947
677;0.0006864337;948
678;0.0008580421;949
679;0.0002036713;953
680;0.0012481766;956
681;3.6312e-05;960
682;0.0012646921;962
683;0.0001530056;963
684;3.85665e-05;965
685;3.6312e-05;971
686;1.4729e-05;974
687;0.0003500812;975
688;4.31037e-05;979
689;2.54589e-05;980
690;2.5711e-05;981
691;0.0002036713;982
692;3.7187e-05;984
693;0.0002483467;987
694;0.0003500812;991
695;8.92323e-05;992
696;0.0011074577;995
697;0.001197397;997
698;4.74399e-05;998
699;0.0006718927;1000
700;6.37733e-05;1002
701;6.40254e-05;1005
702;2.54589e-05;1007
703;6.35213e-05;1008
704;3.67495e-05;1010
705;3.74787e-05;1011
706;0.000197933;1013
707;0.0001535238;1015
708;3.55417e-05;1016
709;0.0002233919;1017
710;8.89802e-05;1018
711;0.000197933;1019
712;0.0004187437;1020
713;9.16734e-05;1021
714;0.0006864337;1023
715;0.0001283029;1025
716;3.6312e-05;1026
717;0.0003546941;1027
718;0.0001136869;1030
719;6.35213e-05;1031
720;8.4695e-05;1032
721;6.36303e-05;1033
722;0.0027491671;1035
723;3.55417e-05;1036
724;7.76371e-05;1041
725;2.54589e-05;1042
726;0.0003292352;1045
727;4.89013e-05;1046
728;6.51427e-05;1048
729;0.0009402225;1050
730;0.000161696;1051
731;6.22084e-05;1052
732;0.0001627443;1054
733;6.80585e-05;1055
734;0.0005873302;1056
735;6.11034e-05;1057
736;4.01879e-05;1058
737;0.0001963755;1059
738;7.66458e-05;1060
739;0.0003755401;1062
740;0.0003365348;1063
741;0.0003831069;1065
742;0.000291906;1066
743;3.74787e-05;1067
744;0.0001381477;1069
745;0.0001283029;1070
746;9.9315e-05;1071
747;3.67495e-05;1073
748;9.75505e-05;1074
749;7.85023e-05;1075
750;6.35213e-05;1076
751;0.000979859;1077
752;2.54589e-05;1078
753;0.0010605401;1079
754;1.4729e-05;1080
755;2.54589e-05;1081
756;0.0001283029;1083
757;0.0001272946;1085
758;0.0012616745;1086
759;6.30171e-05;1087
760;6.17709e-05;1088
761;9.45257e-05;1089
762;0.0003723493;1091
763;3.55417e-05;1092
764;0.0007035946;1095
765;5.11699e-05;1096
766;0.0013111937;1097
767;3.52912e-05;1098
768;0.0003997856;1101
769;9.13973e-05;1103
770;0.0001025919;1104
771;0.0001630626;1105
772;4.23475e-05;1107
773;0.0002016548;1108
774;8.84761e-05;1109
775;0.000499732;1112
776;0.0002354117;1113
777;0.0009360696;1114
778;0.0021394025;1117
779;0.0010605401;1120
780;5.04137e-05;1123
781;3.6312e-05;1126
782;2.5711e-05;1128
783;0.0001797249;1129
784;0.0001797248;1131
785;2.98955e-05;1132
786;0.0003997856;1133
787;2.5711e-05;1134
788;2.5711e-05;1135
789;0.0004489781;1136
790;0.0008943645;1137
791;0.0002020955;1138
792;3.66037e-05;1139
793;0.000113935;1140
794;0.0003451475;1141
795;0.0013420525;1144
796;0.00052919;1145
797;0.0009244148;1146
798;0.0025273888;1147
799;0.0001283029;1148
800;7.66288e-05;1149
801;6.35213e-05;1152
802;3.74787e-05;1154
803;3.74787e-05;1156
804;6.95184e-05;1157
805;0.0021862873;1158
806;6.35213e-05;1159
807;0.0009467117;1161
808;0.0001603297;1162
809;0.0003292352;1169
810;6.35213e-05;1170
811;0.0021598201;1171
812;3.85665e-05;1172
813;0.0001272946;1173
814;0.000106625;1174
815;6.42775e-05;1178
816;2.54589e-05;1179
817;0.000346649;1180
818;5.11699e-05;1182
819;2.9458e-05;1183
820;0.0007033386;1184
821;1.4729e-05;1185
822;3.85665e-05;1188
823;3.37772e-05;1189
824;0.0004084199;1190
825;3.6312e-05;1191
826;0.0001673735;1193
827;2.54589e-05;1194
828;2.54589e-05;1195
829;2.54589e-05;1196
830;0.0005193117;1197
831;8.92323e-05;1198
832;9.98333e-05;1200
833;0.001223108;1201
834;2.5711e-05;1202
835;0.0010605401;1203
836;0.0040867086;1204
837;0.000197933;1207
838;0.0004018073;1208
839;0.0001335227;1209
840;0.0004145146;1211
841;6.35213e-05;1214
842;0.0001673735;1216
843;0.0005220932;1219
844;0.000300777;1220
845;3.6312e-05;1221
846;0.0024500037;1223
847;5.16741e-05;1225
848;6.35213e-05;1226
849;0.0003723493;1227
850;0.000434137;1228
851;0.0008796355;1229
852;5.1422e-05;1231
853;0.0005193117;1232
854;0.0001903117;1233
855;6.92268e-05;1234
856;7.43262e-05;1236
857;0.0009095247;1237
858;0.000197933;1238
859;6.6645e-05;1240
860;2.5711e-05;1242
861;0.000346649;1243
862;0.0001125207;1245
863;2.5711e-05;1248
864;8.57049e-05;1251
865;8.32916e-05;1253
866;3.85665e-05;1254
867;6.42775e-05;1258
868;1.4729e-05;1259
869;0.0001430319;1260
870;5.09178e-05;1262
871;0.0007231832;1263
872;4.48682e-05;1264
873;6.29685e-05;1265
874;0.0006794568;1266
875;2.54589e-05;1267
876;6.47816e-05;1269
877;5.19261e-05;1270
878;1.4729e-05;1271
879;2.54589e-05;1275
880;2.5711e-05;1276
881;0.0006015677;1277
882;2.54589e-05;1278
883;0.000139851;1279
884;0.0004091095;1282
885;2.54589e-05;1285
886;0.0004519169;1287
887;0.0002328376;1288
888;2.9458e-05;1291
889;5.04137e-05;1292
890;4.76409e-05;1294
891;0.0001025195;1295
892;3.74787e-05;1296
893;2.5711e-05;1297
894;0.002134242;1298
895;2.5711e-05;1299
896;2.5711e-05;1302
897;0.000197933;1303
898;0.000693298;1304
899;7.22006e-05;1305
900;0.000197933;1306
901;7.3499e-05;1307
902;5.04137e-05;1310
903;1.4729e-05;1311
904;0.0009300828;1312
905;6.42775e-05;1315
906;0.0012596054;1317
907;8.4695e-05;1318
908;0.0001379411;1320
909;0.0014349677;1321
910;7.68809e-05;1323
911;2.5711e-05;1326
912;8.4695e-05;1327
913;0.0001484683;1328
914;2.54589e-05;1330
915;0.000197933;1333
916;3.12079e-05;1334
917;1.4729e-05;1336
918;0.0023990859;1338
919;0.0003833985;1339
920;4.01879e-05;1341
921;5.11699e-05;1342
922;2.54589e-05;1344
923;0.000197933;1345
924;0.0003748326;1346
925;0.0001015836;1347
926;6.27651e-05;1349
927;4.31037e-05;1350
928;0.0008071746;1351
929;6.35213e-05;1352
930;0.0005372107;1354
931;0.0005929401;1355
932;0.0003292352;1356
933;0.0002233919;1358
934;5.1422e-05;1359
935;0.0001018357;1360
936;0.0040874378;1362
937;9.80563e-05;1364
938;3.6312e-05;1366
939;0.0029227749;1370
940;5.1422e-05;1371
941;0.0013256999;1372
942;0.0002879215;1373
943;0.0001272946;1374
944;0.0006864337;1375
945;8.89802e-05;1378
946;0.0010752691;1380
947;0.0001122795;1381
948;3.75582e-05;1383
949;1.4729e-05;1385
950;0.0001761959;1387
951;6.35213e-05;1389
952;6.19168e-05;1390
953;0.0001015836;1392
954;0.0005249298;1393
955;3.6312e-05;1395
956;2.54589e-05;1398
957;0.0004749519;1402
958;2.54589e-05;1403
959;8.87281e-05;1406
960;0.0005902041;1407
961;0.0004934252;1408
962;0.0001625842;1410
963;0.0002233919;1412
964;0.000248974;1413
965;1.4729e-05;1414
966;0.0005251218;1416
967;9.1862e-05;1417
968;0.0008820673;1418
969;0.0010605401;1421
970;0.0003951341;1422
971;0.0003500812;1423
972;4.33558e-05;1424
973;0.0040499591;1425
974;2.5711e-05;1426
975;0.0001272946;1428
976;0.000113935;1430
977;9.02406e-05;1431
978;3.17606e-05;1435
979;6.42775e-05;1436
980;0.002097055;1437
981;1.4729e-05;1438
982;0.0003768761;1441
983;6.27651e-05;1442
984;2.54589e-05;1443
985;0.000113935;1444
986;3.6312e-05;1445
987;5.32955e-05;1446
988;2.54589e-05;1447
989;0.0001025919;1448
990;3.67495e-05;1449
991;2.5711e-05;1450
992;5.04137e-05;1451
993;0.0004290685;1452
994;0.0003500812;1454
995;8.97364e-05;1455
996;0.0002488508;1456
997;0.0003292352;1459
998;0.0003997856;1460
999;7.76371e-05;1461
1000;0.0002694613;1464
1001;6.29376e-05;1465
1002;5.92361e-05;1466
1003;5.04137e-05;1468
1004;1.4729e-05;1469
1005;6.27651e-05;1472
1006;0.0002322034;1473
1007;3.6312e-05;1474
1008;0.000499732;1475
1009;5.68127e-05;1476
1010;0.0001283029;1479
1011;6.35213e-05;1484
1012;5.74716e-05;1487
1013;1.4729e-05;1488
1014;1.4729e-05;1489
1015;6.37733e-05;1492
1016;0.0001619355;1493
1017;0.0003292352;1494
1018;8.01053e-05;1496
1019;0.0001792208;1497
1020;4.044e-05;1498
1021;6.42775e-05;1499
1022;7.83949e-05;1500
1023;1.4729e-05;1502
1024;9.42736e-05;1503
1025;6.22609e-05;1504
1026;0.001223108;1506
1027;3.6312e-05;1507
1028;3.67495e-05;1508
1029;5.04137e-05;1509
1030;6.80585e-05;1510
1031;0.0001731711;1514
1032;8.92323e-05;1517
1033;0.0003723493;1520
1034;6.35213e-05;1521
1035;0.0001525014;1522
1036;3.6312e-05;1523
1037;3.64579e-05;1524
1038;0.0013302999;1527
1039;5.21782e-05;1528
1040;0.000223644;1529
1041;0.0001383599;1530
1042;2.5711e-05;1532
1043;5.1674e-05;1534
1044;0.0001261943;1536
1045;0.0023990859;1538
1046;0.0001283029;1539
1047;6.42775e-05;1543
1048;4.89013e-05;1545
1049;4.7893e-05;1546
1050;6.30171e-05;1547
1051;3.17606e-05;1549
1052;0.0001283029;1550
1053;2.54589e-05;1552
1054;5.04137e-05;1555
1055;0.0001862786;1559
1056;0.0001821025;1560
1057;0.0003292352;1563
1058;2.5711e-05;1564
1059;8.97364e-05;1567
1060;0.0004139302;1568
1061;0.0008837531;1569
1062;0.0001777083;1572
1063;0.0001146911;1573
1064;0.0001880431;1574
1065;0.0004136025;1575
1066;0.000779711;1576
1067;0.0011137649;1577
1068;1.4729e-05;1579
1069;3.74787e-05;1581
1070;2.17289e-05;1582
1071;0.0001275466;1584
1072;8.94843e-05;1585
1073;0.0002054358;1586
1074;8.8224e-05;1587
1075;0.0003544083;1588
1076;3.6312e-05;1589
1077;8.81715e-05;1590
1078;0.0005349335;1591
1079;3.67495e-05;1592
1080;3.64579e-05;1593
1081;6.27651e-05;1594
1082;6.42775e-05;1596
1083;7.33519e-05;1598
1084;0.0059222507;1600
1085;9.90771e-05;1601
1086;0.0001625842;1602
1087;4.48682e-05;1603
1088;4.89013e-05;1604
1089;5.11699e-05;1605
1090;2.62151e-05;1606
1091;8.31842e-05;1607
1092;0.0007035946;1609
1093;0.0005280885;1611
1094;3.55417e-05;1614
1095;0.0007225527;1615
1096;2.5711e-05;1616
1097;3.74787e-05;1617
1098;0.000195154;1618
1099;0.0003997856;1619
1100;4.23475e-05;1620
1101;4.31037e-05;1622
1102;9.9063e-05;1623
1103;5.17701e-05;1624
1104;8.97364e-05;1626
1105;2.5711e-05;1629
1106;0.000499732;1630
1107;2.5711e-05;1631
1108;9.65422e-05;1632
1109;2.5711e-05;1635
1110;3.6312e-05;1636
1111;3.68954e-05;1637
1112;2.17289e-05;1638
1113;0.0001411584;1639
1114;0.0004136025;1640
1115;0.0001036002;1643
1116;0.0001272946;1645
1117;7.37907e-05;1647
1118;3.67495e-05;1649
1119;3.17606e-05;1650
1120;5.22872e-05;1652
1121;6.51427e-05;1653
1122;0.0001646008;1654
1123;0.0003549462;1656
1124;5.1422e-05;1657
1125;2.54589e-05;1660
1126;5.11699e-05;1661
1127;6.42775e-05;1662
1128;4.89013e-05;1663
1129;0.0002036855;1665
1130;9.09967e-05;1666
1131;5.21782e-05;1667
1132;0.0040759222;1668
1133;7.83593e-05;1669
1134;1.4729e-05;1670
1135;2.5711e-05;1671
1136;0.0001272946;1672
1137;4.01879e-05;1674
1138;0.0001283029;1675
1139;0.000117968;1676
1140;0.0004512076;1677
1141;2.54589e-05;1678
1142;3.74787e-05;1679
1143;0.0002331633;1683
1144;3.13538e-05;1687
1145;0.0001797248;1688
1146;6.24605e-05;1692
1147;4.89013e-05;1693
1148;2.98955e-05;1696
1149;9.21039e-05;1698
1150;4.33558e-05;1699
1151;0.0008580421;1701
1152;2.62151e-05;1702
1153;0.0001797248;1703
1154;8.83965e-05;1707
1155;0.0003500812;1708
1156;2.98955e-05;1709
1157;0.000197933;1710
1158;2.5711e-05;1711
1159;0.0001479533;1713
1160;2.54589e-05;1716
1161;2.54589e-05;1717
1162;0.0001005895;1719
1163;7.7133e-05;1724
1164;0.001197397;1725
1165;3.27689e-05;1726
1166;0.000197933;1727
1167;7.16032e-05;1730
1168;3.17606e-05;1731
1169;2.9458e-05;1732
1170;0.0001283029;1734
1171;3.67495e-05;1735
1172;7.42282e-05;1737
1173;1.4729e-05;1740
1174;0.0001008274;1741
